time,signal,confidence,entry,stop,tp1,outcome,exit,r
2026-06-23 02:15:00-04:00,SELL,HIGH,4134.0,4154.29,4120.47,TP1,4120.47,0.667
2026-06-23 03:15:00-04:00,SELL,HIGH,4136.2,4155.68,4123.21,TP1,4123.21,0.667
2026-06-23 04:15:00-04:00,SELL,HIGH,4115.9,4134.63,4103.41,SL,4134.63,-1.0
2026-06-23 05:00:00-04:00,BUY,MEDIUM,4129.1,4110.99,4141.17,TP1,4141.17,0.667
2026-06-23 06:00:00-04:00,BUY,HIGH,4147.6,4130.73,4158.85,SL,4130.73,-1.0
2026-06-23 07:00:00-04:00,BUY,HIGH,4146.9,4131.04,4157.47,SL,4131.04,-1.0
2026-06-23 08:00:00-04:00,BUY,HIGH,4131.8,4116.02,4142.32,TP1,4142.32,0.667
2026-06-23 08:30:00-04:00,SELL,HIGH,4135.5,4150.88,4125.25,TP1,4125.25,0.667
2026-06-23 09:00:00-04:00,BUY,MEDIUM,4131.3,4115.89,4141.57,TP1,4141.57,0.667
2026-06-23 10:00:00-04:00,BUY,HIGH,4155.5,4138.16,4167.06,SL,4138.16,-1.0
2026-06-23 11:00:00-04:00,BUY,HIGH,4145.5,4128.4,4156.9,TP1,4156.9,0.667
2026-06-23 12:00:00-04:00,BUY,HIGH,4153.3,4137.35,4163.93,SL,4137.35,-1.0
2026-06-23 13:00:00-04:00,BUY,HIGH,4156.3,4140.89,4166.57,SL,4140.89,-1.0
2026-06-23 14:00:00-04:00,BUY,MEDIUM,4142.1,4128.17,4151.38,SL,4128.17,-1.0
2026-06-23 14:15:00-04:00,SELL,HIGH,4139.0,4152.48,4130.01,TP1,4130.01,0.667
2026-06-23 15:15:00-04:00,SELL,HIGH,4139.9,4152.54,4131.47,TP1,4131.47,0.667
2026-06-23 16:15:00-04:00,SELL,HIGH,4128.2,4139.72,4120.52,TP1,4120.52,0.667
2026-06-23 18:00:00-04:00,SELL,HIGH,4130.8,4140.97,4124.02,TP1,4124.02,0.667
2026-06-23 19:00:00-04:00,SELL,HIGH,4117.0,4128.09,4109.6,TP1,4109.6,0.667
2026-06-23 20:00:00-04:00,SELL,HIGH,4125.1,4138.63,4116.08,TP1,4116.08,0.667
2026-06-23 21:00:00-04:00,SELL,HIGH,4107.2,4122.82,4096.79,TP1,4096.79,0.667
2026-06-23 22:00:00-04:00,SELL,HIGH,4097.1,4113.99,4085.84,TP1,4085.84,0.667
2026-06-23 23:00:00-04:00,SELL,HIGH,4074.2,4092.67,4061.89,SL,4092.67,-1.0
2026-06-24 00:00:00-04:00,SELL,HIGH,4075.4,4093.03,4063.65,SL,4093.03,-1.0
2026-06-24 01:00:00-04:00,BUY,MEDIUM,4084.4,4068.46,4095.03,TP1,4095.03,0.667
2026-06-24 02:00:00-04:00,BUY,HIGH,4113.5,4096.46,4124.86,SL,4096.46,-1.0
2026-06-24 03:00:00-04:00,BUY,HIGH,4103.1,4086.74,4114.0,SL,4086.74,-1.0
2026-06-24 04:00:00-04:00,BUY,HIGH,4091.0,4075.79,4101.14,TP1,4101.14,0.667
2026-06-24 05:00:00-04:00,BUY,MEDIUM,4093.3,4078.87,4102.92,SL,4078.87,-1.0
2026-06-24 05:15:00-04:00,SELL,HIGH,4086.4,4100.94,4076.71,TP1,4076.71,0.667
2026-06-24 06:15:00-04:00,SELL,HIGH,4077.1,4090.52,4068.15,TP1,4068.15,0.667
2026-06-24 07:15:00-04:00,SELL,HIGH,4060.6,4074.97,4051.02,TP1,4051.02,0.667
2026-06-24 08:15:00-04:00,SELL,HIGH,4031.8,4050.01,4019.66,TP1,4019.66,0.667
2026-06-24 09:15:00-04:00,SELL,HIGH,3991.4,4013.23,3976.85,SL,4013.23,-1.0
2026-06-24 10:15:00-04:00,BUY,MEDIUM,4041.1,4014.22,4059.02,SL,4014.22,-1.0
2026-06-24 11:00:00-04:00,SELL,HIGH,4019.2,4045.68,4001.54,TP1,4001.54,0.667
2026-06-24 11:45:00-04:00,BUY,MEDIUM,4019.5,3993.61,4036.76,TP1,4036.76,0.667
2026-06-24 12:00:00-04:00,SELL,HIGH,4019.9,4045.13,4003.08,TP1,4003.08,0.667
2026-06-24 12:30:00-04:00,BUY,MEDIUM,4029.1,4004.35,4045.6,SL,4004.35,-1.0
2026-06-24 13:15:00-04:00,SELL,HIGH,4007.4,4030.39,3992.07,TP1,3992.07,0.667
2026-06-24 14:15:00-04:00,SELL,HIGH,4007.3,4031.19,3991.37,TP1,3991.37,0.667
2026-06-24 15:15:00-04:00,SELL,HIGH,4000.7,4022.54,3986.14,SL,4022.54,-1.0
2026-06-24 15:30:00-04:00,BUY,MEDIUM,4000.0,3978.73,4014.18,TP1,4014.18,0.667
2026-06-24 16:30:00-04:00,BUY,HIGH,4016.2,3996.27,4029.49,TP1,4029.49,0.667
2026-06-24 18:00:00-04:00,BUY,HIGH,4017.4,3998.83,4029.78,TP1,4029.78,0.667
2026-06-24 19:00:00-04:00,BUY,HIGH,4011.1,3994.42,4022.22,TP1,4022.22,0.667
2026-06-24 20:00:00-04:00,BUY,HIGH,4020.6,4003.77,4031.82,SL,4003.77,-1.0
2026-06-24 21:00:00-04:00,SELL,HIGH,4001.9,4021.53,3988.82,TP1,3988.82,0.667
2026-06-24 22:00:00-04:00,SELL,HIGH,3983.3,4004.93,3968.88,SL,4004.93,-1.0
2026-06-24 22:30:00-04:00,BUY,MEDIUM,3994.4,3971.95,4009.37,TP1,4009.37,0.667
2026-06-24 23:00:00-04:00,SELL,HIGH,3986.3,4009.07,3971.12,SL,4009.07,-1.0
2026-06-24 23:30:00-04:00,BUY,MEDIUM,3990.4,3968.29,4005.14,TP1,4005.14,0.667
2026-06-25 00:30:00-04:00,BUY,HIGH,4007.3,3985.59,4021.77,TP1,4021.77,0.667
2026-06-25 01:30:00-04:00,BUY,HIGH,3999.1,3979.1,4012.43,TP1,4012.43,0.667
2026-06-25 02:30:00-04:00,SELL,HIGH,3997.0,4015.88,3984.41,SL,4015.88,-1.0
2026-06-25 03:15:00-04:00,BUY,MEDIUM,4000.8,3982.27,4013.15,TP1,4013.15,0.667
2026-06-25 03:45:00-04:00,SELL,HIGH,4003.5,4023.05,3990.47,TP1,3990.47,0.667
2026-06-25 04:00:00-04:00,BUY,HIGH,4002.6,3983.28,4015.48,TP1,4015.48,0.667
2026-06-25 05:00:00-04:00,BUY,HIGH,4006.9,3988.56,4019.13,TP1,4019.13,0.667
2026-06-25 06:00:00-04:00,BUY,HIGH,3999.2,3982.7,4010.2,TP1,4010.2,0.667
2026-06-25 06:30:00-04:00,SELL,HIGH,4000.8,4016.17,3990.55,TP1,3990.55,0.667
2026-06-25 07:30:00-04:00,SELL,HIGH,3999.9,4014.21,3990.36,SL,4014.21,-1.0
2026-06-25 07:45:00-04:00,BUY,MEDIUM,3995.3,3981.07,4004.78,TP1,4004.78,0.667
2026-06-25 08:45:00-04:00,BUY,HIGH,4028.2,4011.88,4039.08,TP1,4039.08,0.667
2026-06-25 09:45:00-04:00,BUY,HIGH,4017.5,3998.53,4030.15,TP1,4030.15,0.667
2026-06-25 10:45:00-04:00,BUY,HIGH,4027.6,4007.5,4041.0,TP1,4041.0,0.667
2026-06-25 11:45:00-04:00,BUY,HIGH,4057.5,4035.25,4072.33,SL,4035.25,-1.0
2026-06-25 12:45:00-04:00,BUY,HIGH,4044.0,4023.93,4057.38,TP1,4057.38,0.667
2026-06-25 13:45:00-04:00,BUY,HIGH,4050.2,4032.8,4061.8,SL,4032.8,-1.0
2026-06-25 14:45:00-04:00,BUY,HIGH,4050.4,4033.47,4061.68,SL,4033.47,-1.0
2026-06-25 15:45:00-04:00,BUY,MEDIUM,4041.6,4025.54,4052.31,SL,4025.54,-1.0
2026-06-25 16:45:00-04:00,BUY,MEDIUM,4041.6,4027.53,4050.98,TP1,4050.98,0.667
2026-06-25 18:00:00-04:00,BUY,MEDIUM,4038.2,4024.02,4047.65,TP1,4047.65,0.667
2026-06-25 19:00:00-04:00,BUY,HIGH,4038.9,4025.12,4048.09,SL,4025.12,-1.0
2026-06-25 20:00:00-04:00,BUY,MEDIUM,4034.7,4020.73,4044.01,TP1,4044.01,0.667
2026-06-25 21:00:00-04:00,BUY,HIGH,4034.8,4020.25,4044.5,SL,4020.25,-1.0
2026-06-25 22:00:00-04:00,BUY,HIGH,4030.5,4016.12,4040.09,SL,4016.12,-1.0
2026-06-25 22:15:00-04:00,SELL,HIGH,4022.9,4037.63,4013.08,TP1,4013.08,0.667
2026-06-25 23:15:00-04:00,SELL,HIGH,4010.4,4026.25,3999.83,SL,4026.25,-1.0
2026-06-26 00:00:00-04:00,BUY,MEDIUM,4023.4,4007.88,4033.75,TP1,4033.75,0.667
2026-06-26 01:00:00-04:00,BUY,HIGH,4030.5,4016.05,4040.13,TP1,4040.13,0.667
2026-06-26 02:00:00-04:00,BUY,HIGH,4025.0,4011.13,4034.25,TP1,4034.25,0.667
2026-06-26 03:00:00-04:00,BUY,HIGH,4043.5,4029.09,4053.11,TP1,4053.11,0.667
2026-06-26 04:00:00-04:00,BUY,HIGH,4046.4,4032.59,4055.6,TP1,4055.6,0.667
2026-06-26 05:00:00-04:00,BUY,HIGH,4054.7,4041.44,4063.54,TP1,4063.54,0.667
2026-06-26 06:00:00-04:00,BUY,HIGH,4066.4,4052.58,4075.61,SL,4052.58,-1.0
2026-06-26 07:00:00-04:00,BUY,HIGH,4062.7,4049.19,4071.71,TP1,4071.71,0.667
2026-06-26 08:00:00-04:00,BUY,HIGH,4064.0,4050.94,4072.71,SL,4050.94,-1.0
2026-06-26 09:00:00-04:00,BUY,HIGH,4065.1,4048.56,4076.13,TP1,4076.13,0.667
2026-06-26 10:00:00-04:00,BUY,HIGH,4097.8,4078.56,4110.63,TP1,4110.63,0.667
2026-06-26 11:00:00-04:00,BUY,HIGH,4094.3,4076.2,4106.37,TP1,4106.37,0.667
2026-06-26 12:00:00-04:00,BUY,HIGH,4106.8,4089.64,4118.24,SL,4089.64,-1.0
2026-06-26 13:00:00-04:00,BUY,HIGH,4098.4,4082.69,4108.87,SL,4082.69,-1.0
2026-06-26 14:00:00-04:00,BUY,HIGH,4091.6,4077.53,4100.98,TP1,4100.98,0.667
2026-06-26 15:00:00-04:00,BUY,HIGH,4084.0,4071.55,4092.3,TP1,4092.3,0.667
2026-06-26 16:00:00-04:00,BUY,HIGH,4082.4,4070.55,4090.3,TP1,4090.3,0.667
2026-06-28 18:00:00-04:00,BUY,HIGH,4083.8,4070.62,4092.58,SL,4070.62,-1.0
2026-06-28 19:00:00-04:00,BUY,HIGH,4079.9,4066.41,4088.89,SL,4066.41,-1.0
2026-06-28 20:00:00-04:00,BUY,HIGH,4073.5,4059.83,4082.61,TP1,4082.61,0.667
2026-06-28 21:00:00-04:00,BUY,HIGH,4069.5,4052.82,4080.62,TP1,4080.62,0.667
2026-06-28 22:00:00-04:00,BUY,HIGH,4076.0,4059.42,4087.05,TP1,4087.05,0.667
2026-06-28 23:00:00-04:00,BUY,HIGH,4083.8,4067.71,4094.52,SL,4067.71,-1.0
2026-06-29 00:00:00-04:00,BUY,HIGH,4079.6,4065.16,4089.23,SL,4065.16,-1.0
2026-06-29 01:00:00-04:00,BUY,MEDIUM,4069.9,4055.63,4079.41,SL,4055.63,-1.0
2026-06-29 02:00:00-04:00,BUY,HIGH,4073.9,4059.23,4083.68,SL,4059.23,-1.0
2026-06-29 03:00:00-04:00,BUY,HIGH,4073.6,4060.2,4082.53,TP1,4082.53,0.667
2026-06-29 04:00:00-04:00,BUY,HIGH,4078.5,4065.97,4086.86,SL,4065.97,-1.0
2026-06-29 05:00:00-04:00,BUY,MEDIUM,4064.5,4051.09,4073.44,SL,4051.09,-1.0
2026-06-29 05:30:00-04:00,SELL,HIGH,4057.6,4071.08,4048.61,TP1,4048.61,0.667
2026-06-29 06:30:00-04:00,SELL,HIGH,4049.2,4063.47,4039.69,SL,4063.47,-1.0
2026-06-29 07:00:00-04:00,BUY,MEDIUM,4049.0,4035.46,4058.03,TP1,4058.03,0.667
2026-06-29 07:15:00-04:00,SELL,HIGH,4046.2,4059.74,4037.17,SL,4059.74,-1.0
2026-06-29 07:30:00-04:00,BUY,MEDIUM,4049.2,4035.68,4058.21,TP1,4058.21,0.667
2026-06-29 08:30:00-04:00,BUY,HIGH,4058.9,4044.59,4068.44,SL,4044.59,-1.0
2026-06-29 09:30:00-04:00,BUY,MEDIUM,4052.6,4038.33,4062.12,SL,4038.33,-1.0
2026-06-29 10:00:00-04:00,SELL,HIGH,4022.8,4039.33,4011.78,SL,4039.33,-1.0
2026-06-29 11:00:00-04:00,BUY,MEDIUM,4035.4,4017.67,4047.22,SL,4017.67,-1.0
2026-06-29 12:00:00-04:00,BUY,MEDIUM,4038.4,4021.96,4049.36,SL,4021.96,-1.0
2026-06-29 13:00:00-04:00,BUY,MEDIUM,4043.6,4028.73,4053.51,SL,4028.73,-1.0
2026-06-29 13:45:00-04:00,SELL,HIGH,4035.3,4048.7,4026.36,TP1,4026.36,0.667
2026-06-29 14:15:00-04:00,BUY,MEDIUM,4035.7,4023.18,4044.05,SL,4023.18,-1.0
2026-06-29 14:30:00-04:00,SELL,HIGH,4035.3,4047.16,4027.39,TP1,4027.39,0.667
2026-06-29 15:30:00-04:00,BUY,MEDIUM,4032.5,4020.63,4040.41,SL,4020.63,-1.0
2026-06-29 16:30:00-04:00,BUY,MEDIUM,4030.2,4019.83,4037.11,SL,4019.83,-1.0
2026-06-29 18:00:00-04:00,BUY,MEDIUM,4032.0,4022.13,4038.58,SL,4022.13,-1.0
2026-06-29 18:30:00-04:00,SELL,HIGH,4024.3,4033.94,4017.87,SL,4033.94,-1.0
2026-06-29 19:00:00-04:00,BUY,MEDIUM,4035.1,4025.22,4041.69,SL,4025.22,-1.0
2026-06-29 19:45:00-04:00,SELL,HIGH,4029.4,4039.23,4022.85,TP1,4022.85,0.667
2026-06-29 20:45:00-04:00,SELL,HIGH,4001.3,4013.57,3993.12,TP1,3993.12,0.667
2026-06-29 21:45:00-04:00,SELL,HIGH,3982.7,4001.28,3970.31,TP1,3970.31,0.667
2026-06-29 22:45:00-04:00,SELL,HIGH,3975.8,3994.5,3963.33,SL,3994.5,-1.0
2026-06-29 23:45:00-04:00,SELL,HIGH,3983.8,4000.55,3972.63,SL,4000.55,-1.0
2026-06-30 00:00:00-04:00,BUY,HIGH,3985.8,3969.51,3996.66,TP1,3996.66,0.667
2026-06-30 01:00:00-04:00,BUY,HIGH,3998.8,3982.74,4009.51,TP1,4009.51,0.667
2026-06-30 02:00:00-04:00,BUY,HIGH,4001.2,3985.75,4011.5,TP1,4011.5,0.667
2026-06-30 03:00:00-04:00,BUY,HIGH,4039.3,4021.35,4051.26,TP1,4051.26,0.667
2026-06-30 04:00:00-04:00,BUY,HIGH,4038.0,4020.77,4049.49,TP1,4049.49,0.667
2026-06-30 05:00:00-04:00,BUY,HIGH,4032.4,4016.53,4042.98,TP1,4042.98,0.667
2026-06-30 06:00:00-04:00,BUY,HIGH,4039.8,4025.62,4049.25,TP1,4049.25,0.667
2026-06-30 07:00:00-04:00,BUY,HIGH,4047.6,4034.77,4056.16,SL,4034.77,-1.0
2026-06-30 08:00:00-04:00,BUY,HIGH,4040.1,4027.77,4048.32,SL,4027.77,-1.0
2026-06-30 09:00:00-04:00,BUY,HIGH,4037.4,4023.36,4046.76,TP1,4046.76,0.667
2026-06-30 10:00:00-04:00,BUY,HIGH,4058.0,4041.24,4069.18,TP1,4069.18,0.667
2026-06-30 11:00:00-04:00,BUY,HIGH,4050.6,4032.87,4062.42,SL,4032.87,-1.0
2026-06-30 12:00:00-04:00,BUY,HIGH,4044.5,4028.51,4055.16,SL,4028.51,-1.0
2026-06-30 13:00:00-04:00,BUY,HIGH,4037.6,4023.31,4047.13,TP1,4047.13,0.667
2026-06-30 14:00:00-04:00,BUY,HIGH,4047.2,4034.88,4055.41,SL,4034.88,-1.0
2026-06-30 15:00:00-04:00,BUY,HIGH,4039.2,4028.44,4046.37,SL,4028.44,-1.0
2026-06-30 16:00:00-04:00,BUY,HIGH,4034.6,4024.4,4041.4,SL,4024.4,-1.0
2026-06-30 18:00:00-04:00,BUY,MEDIUM,4027.5,4017.29,4034.31,SL,4017.29,-1.0
2026-06-30 19:00:00-04:00,BUY,MEDIUM,4027.4,4017.59,4033.94,SL,4017.59,-1.0
2026-06-30 19:45:00-04:00,SELL,HIGH,4018.9,4028.34,4012.6,TP1,4012.6,0.667
2026-06-30 20:45:00-04:00,SELL,HIGH,4010.2,4020.21,4003.53,TP1,4003.53,0.667
2026-06-30 21:45:00-04:00,SELL,HIGH,3990.8,4003.35,3982.44,TP1,3982.44,0.667
2026-06-30 22:45:00-04:00,SELL,HIGH,3991.9,4004.24,3983.67,TP1,3983.67,0.667
2026-06-30 23:45:00-04:00,SELL,HIGH,3992.9,4004.33,3985.28,TP1,3985.28,0.667
2026-07-01 00:45:00-04:00,SELL,HIGH,3989.2,4000.33,3981.78,TP1,3981.78,0.667
2026-07-01 01:45:00-04:00,SELL,HIGH,3986.6,3997.44,3979.37,TP1,3979.37,0.667
2026-07-01 02:45:00-04:00,SELL,HIGH,3985.0,3996.44,3977.37,TP1,3977.37,0.667
2026-07-01 03:45:00-04:00,BUY,MEDIUM,3988.7,3975.91,3997.23,TP1,3997.23,0.667
2026-07-01 04:45:00-04:00,BUY,HIGH,3987.7,3975.25,3996.0,TP1,3996.0,0.667
2026-07-01 05:45:00-04:00,BUY,HIGH,3997.9,3986.79,4005.3,TP1,4005.3,0.667
2026-07-01 06:45:00-04:00,BUY,HIGH,4011.9,4000.45,4019.53,TP1,4019.53,0.667
2026-07-01 07:45:00-04:00,BUY,HIGH,4044.0,4030.74,4052.84,SL,4030.74,-1.0
2026-07-01 08:45:00-04:00,BUY,HIGH,4036.8,4023.22,4045.85,TP1,4045.85,0.667
2026-07-01 09:45:00-04:00,BUY,HIGH,4104.2,4082.03,4118.98,TP1,4118.98,0.667
2026-07-01 10:45:00-04:00,BUY,HIGH,4107.9,4084.67,4123.39,SL,4084.67,-1.0
2026-07-01 11:45:00-04:00,BUY,HIGH,4095.1,4073.79,4109.31,SL,4073.79,-1.0
2026-07-01 12:45:00-04:00,BUY,HIGH,4085.0,4066.34,4097.44,SL,4066.34,-1.0
2026-07-01 13:45:00-04:00,BUY,HIGH,4082.2,4066.23,4092.85,SL,4066.23,-1.0
2026-07-01 14:45:00-04:00,BUY,HIGH,4076.0,4061.93,4085.38,SL,4061.93,-1.0
2026-07-01 15:45:00-04:00,BUY,MEDIUM,4052.3,4037.54,4062.14,TP1,4062.14,0.667
2026-07-01 16:45:00-04:00,BUY,MEDIUM,4044.6,4031.01,4053.66,TP1,4053.66,0.667
2026-07-01 18:00:00-04:00,BUY,HIGH,4049.2,4035.61,4058.26,TP1,4058.26,0.667
2026-07-01 19:00:00-04:00,BUY,HIGH,4049.6,4037.41,4057.73,TP1,4057.73,0.667
2026-07-01 20:00:00-04:00,BUY,HIGH,4057.4,4045.15,4065.57,TP1,4065.57,0.667
2026-07-01 21:00:00-04:00,BUY,HIGH,4076.9,4062.85,4086.27,SL,4062.85,-1.0
2026-07-01 22:00:00-04:00,BUY,HIGH,4060.5,4045.61,4070.43,TP1,4070.43,0.667
2026-07-01 23:00:00-04:00,BUY,HIGH,4069.9,4056.25,4079.0,TP1,4079.0,0.667
2026-07-02 00:00:00-04:00,BUY,HIGH,4082.4,4069.24,4091.17,SL,4069.24,-1.0
2026-07-02 01:00:00-04:00,BUY,HIGH,4067.5,4055.46,4075.53,TP1,4075.53,0.667
2026-07-02 02:00:00-04:00,BUY,HIGH,4080.9,4068.23,4089.35,TP1,4089.35,0.667
2026-07-02 03:00:00-04:00,BUY,HIGH,4080.1,4066.79,4088.97,TP1,4088.97,0.667
2026-07-02 04:00:00-04:00,BUY,HIGH,4081.9,4067.52,4091.49,TP1,4091.49,0.667
2026-07-02 05:00:00-04:00,BUY,HIGH,4085.0,4071.43,4094.04,SL,4071.43,-1.0
2026-07-02 06:00:00-04:00,BUY,HIGH,4075.8,4063.03,4084.31,TP1,4084.31,0.667
2026-07-02 07:00:00-04:00,BUY,HIGH,4075.7,4063.5,4083.84,TP1,4083.84,0.667
2026-07-02 08:00:00-04:00,BUY,HIGH,4076.3,4064.04,4084.47,TP1,4084.47,0.667
2026-07-02 09:00:00-04:00,BUY,HIGH,4137.2,4116.45,4151.04,TP1,4151.04,0.667
2026-07-02 10:00:00-04:00,BUY,HIGH,4141.3,4119.15,4156.07,SL,4119.15,-1.0
2026-07-02 11:00:00-04:00,BUY,HIGH,4139.9,4117.29,4154.97,SL,4117.29,-1.0
2026-07-02 12:00:00-04:00,BUY,HIGH,4136.4,4116.32,4149.78,SL,4116.32,-1.0
2026-07-02 13:00:00-04:00,BUY,HIGH,4131.4,4112.73,4143.85,TP1,4143.85,0.667
2026-07-02 14:00:00-04:00,BUY,HIGH,4131.9,4114.01,4143.83,TP1,4143.83,0.667
2026-07-02 15:00:00-04:00,BUY,HIGH,4127.7,4111.51,4138.5,TP1,4138.5,0.667
2026-07-02 16:00:00-04:00,BUY,HIGH,4133.0,4118.24,4142.84,TP1,4142.84,0.667
2026-07-02 18:00:00-04:00,BUY,HIGH,4137.8,4124.81,4146.46,TP1,4146.46,0.667
2026-07-02 19:00:00-04:00,BUY,HIGH,4138.2,4127.29,4145.47,TP1,4145.47,0.667
2026-07-02 20:00:00-04:00,BUY,HIGH,4147.5,4135.16,4155.73,TP1,4155.73,0.667
2026-07-02 21:00:00-04:00,BUY,HIGH,4188.7,4173.0,4199.17,TP1,4199.17,0.667
2026-07-02 22:00:00-04:00,BUY,HIGH,4192.6,4175.93,4203.71,TP1,4203.71,0.667
2026-07-02 23:00:00-04:00,BUY,HIGH,4195.7,4180.78,4205.65,TP1,4205.65,0.667
2026-07-05 18:00:00-04:00,BUY,HIGH,4192.7,4178.67,4202.05,TP1,4202.05,0.667
2026-07-05 19:00:00-04:00,BUY,HIGH,4199.6,4183.53,4210.31,TP1,4210.31,0.667
2026-07-05 20:00:00-04:00,BUY,HIGH,4186.9,4167.37,4199.92,TP1,4199.92,0.667
2026-07-05 21:00:00-04:00,BUY,HIGH,4200.6,4180.29,4214.14,TP1,4214.14,0.667
2026-07-05 22:00:00-04:00,BUY,HIGH,4193.2,4171.11,4207.93,SL,4171.11,-1.0
2026-07-05 23:00:00-04:00,BUY,HIGH,4178.4,4158.35,4191.77,SL,4158.35,-1.0
2026-07-06 00:00:00-04:00,BUY,HIGH,4175.4,4156.82,4187.78,SL,4156.82,-1.0
2026-07-06 01:00:00-04:00,BUY,MEDIUM,4163.5,4143.73,4176.68,TP1,4176.68,0.667
2026-07-06 02:00:00-04:00,BUY,MEDIUM,4163.7,4140.54,4179.14,TP1,4179.14,0.667
2026-07-06 03:00:00-04:00,BUY,HIGH,4162.4,4135.04,4180.64,TP1,4180.64,0.667
2026-07-06 04:00:00-04:00,BUY,HIGH,4169.4,4142.91,4187.06,TP1,4187.06,0.667
2026-07-06 05:00:00-04:00,BUY,HIGH,4161.3,4133.04,4180.14,TP1,4180.14,0.667
